representation,model,validation_fold,train_rows,validation_rows,true_label,predicted_label,count
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,not_cyberbullying,other_cyberbullying,294
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,not_cyberbullying,religion,74
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,other_cyberbullying,age,33
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,other_cyberbullying,ethnicity,26
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,other_cyberbullying,gender,100
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,other_cyberbullying,not_cyberbullying,177
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,other_cyberbullying,other_cyberbullying,860
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,other_cyberbullying,religion,13
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,religion,age,4
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,religion,ethnicity,10
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,religion,gender,6
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,religion,not_cyberbullying,23
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,religion,other_cyberbullying,21
all_minilm_l6_v2,linear_svm_c0_5,2,26295,8765,religion,religion,1531
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,age,age,1535
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,age,ethnicity,10
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,age,gender,8
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,age,not_cyberbullying,20
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,age,other_cyberbullying,16
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,age,religion,4
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,ethnicity,age,9
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,ethnicity,ethnicity,1502
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,ethnicity,gender,13
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,ethnicity,not_cyberbullying,20
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,ethnicity,other_cyberbullying,27
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,ethnicity,religion,13
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,gender,age,8
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,gender,ethnicity,18
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,gender,gender,1300
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,gender,not_cyberbullying,104
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,gender,other_cyberbullying,79
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,gender,religion,13
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,not_cyberbullying,age,49
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,not_cyberbullying,ethnicity,32
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,not_cyberbullying,gender,78
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,not_cyberbullying,not_cyberbullying,730
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,not_cyberbullying,other_cyberbullying,293
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,not_cyberbullying,religion,81
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,other_cyberbullying,age,42
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,other_cyberbullying,ethnicity,22
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,other_cyberbullying,gender,106
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,other_cyberbullying,not_cyberbullying,179
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,other_cyberbullying,other_cyberbullying,841
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,other_cyberbullying,religion,18
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,religion,age,1
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,religion,ethnicity,19
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,religion,gender,7
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,religion,not_cyberbullying,22
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,religion,other_cyberbullying,17
all_minilm_l6_v2,linear_svm_c0_5,3,26295,8765,religion,religion,1529
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,age,age,1540
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,age,ethnicity,16
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,age,gender,8
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,age,not_cyberbullying,17
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,age,other_cyberbullying,8
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,age,religion,3
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,ethnicity,age,8
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,ethnicity,ethnicity,1505
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,ethnicity,gender,5
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,ethnicity,not_cyberbullying,20
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,ethnicity,other_cyberbullying,27
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,ethnicity,religion,19
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,gender,age,13
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,gender,ethnicity,16
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,gender,gender,1268
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,gender,not_cyberbullying,95
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,gender,other_cyberbullying,116
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,gender,religion,15
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,not_cyberbullying,age,77
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,not_cyberbullying,ethnicity,36
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,not_cyberbullying,gender,65
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,not_cyberbullying,not_cyberbullying,689
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,not_cyberbullying,other_cyberbullying,294
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,not_cyberbullying,religion,102
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,other_cyberbullying,age,47
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,other_cyberbullying,ethnicity,29
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,other_cyberbullying,gender,102
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,other_cyberbullying,not_cyberbullying,213
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,other_cyberbullying,other_cyberbullying,795
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,other_cyberbullying,religion,22
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,religion,age,3
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,religion,ethnicity,23
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,religion,gender,11
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,religion,not_cyberbullying,26
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,religion,other_cyberbullying,14
all_minilm_l6_v2,linear_svm_c0_5,4,26295,8765,religion,religion,1518
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,age,age,1498
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,age,ethnicity,7
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,age,gender,12
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,age,not_cyberbullying,41
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,age,other_cyberbullying,30
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,age,religion,4
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,ethnicity,age,6
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,ethnicity,ethnicity,1472
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,ethnicity,gender,18
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,ethnicity,not_cyberbullying,39
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,ethnicity,other_cyberbullying,35
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,ethnicity,religion,14
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,gender,age,11
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,gender,ethnicity,13
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,gender,gender,1233
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,gender,not_cyberbullying,130
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,gender,other_cyberbullying,128
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,gender,religion,7
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,not_cyberbullying,age,48
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,not_cyberbullying,ethnicity,23
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,not_cyberbullying,gender,70
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,not_cyberbullying,not_cyberbullying,781
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,not_cyberbullying,other_cyberbullying,274
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,not_cyberbullying,religion,66
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,other_cyberbullying,age,29
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,other_cyberbullying,ethnicity,18
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,other_cyberbullying,gender,69
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,other_cyberbullying,not_cyberbullying,225
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,other_cyberbullying,other_cyberbullying,857
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,other_cyberbullying,religion,11
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,religion,age,0
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,religion,ethnicity,10
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,religion,gender,7
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,religion,not_cyberbullying,40
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,religion,other_cyberbullying,15
all_minilm_l6_v2,logistic_regression_c1_balanced,1,26295,8765,religion,religion,1524
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,age,age,1499
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,age,ethnicity,11
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,age,gender,8
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,age,not_cyberbullying,37
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,age,other_cyberbullying,28
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,age,religion,9
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,ethnicity,age,8
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,ethnicity,ethnicity,1492
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,ethnicity,gender,23
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,ethnicity,not_cyberbullying,19
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,ethnicity,other_cyberbullying,26
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,ethnicity,religion,16
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,gender,age,13
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,gender,ethnicity,9
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,gender,gender,1255
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,gender,not_cyberbullying,100
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,gender,other_cyberbullying,134
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,gender,religion,11
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,not_cyberbullying,age,46
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,not_cyberbullying,ethnicity,18
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,not_cyberbullying,gender,75
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,not_cyberbullying,not_cyberbullying,754
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,not_cyberbullying,other_cyberbullying,309
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,not_cyberbullying,religion,61
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,other_cyberbullying,age,28
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,other_cyberbullying,ethnicity,17
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,other_cyberbullying,gender,82
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,other_cyberbullying,not_cyberbullying,202
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,other_cyberbullying,other_cyberbullying,873
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,other_cyberbullying,religion,7
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,religion,age,4
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,religion,ethnicity,8
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,religion,gender,9
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,religion,not_cyberbullying,43
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,religion,other_cyberbullying,23
all_minilm_l6_v2,logistic_regression_c1_balanced,2,26295,8765,religion,religion,1508
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,age,age,1511
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,age,ethnicity,10
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,age,gender,8
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,age,not_cyberbullying,35
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,age,other_cyberbullying,25
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,age,religion,4
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,ethnicity,age,8
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,ethnicity,ethnicity,1481
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,ethnicity,gender,16
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,ethnicity,not_cyberbullying,34
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,ethnicity,other_cyberbullying,34
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,ethnicity,religion,11
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,gender,age,8
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,gender,ethnicity,17
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,gender,gender,1273
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,gender,not_cyberbullying,110
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,gender,other_cyberbullying,99
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,gender,religion,15
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,not_cyberbullying,age,32
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,not_cyberbullying,ethnicity,23
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,not_cyberbullying,gender,71
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,not_cyberbullying,not_cyberbullying,768
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,not_cyberbullying,other_cyberbullying,304
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,not_cyberbullying,religion,65
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,other_cyberbullying,age,29
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,other_cyberbullying,ethnicity,22
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,other_cyberbullying,gender,88
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,other_cyberbullying,not_cyberbullying,209
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,other_cyberbullying,other_cyberbullying,847
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,other_cyberbullying,religion,13
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,religion,age,1
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,religion,ethnicity,22
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,religion,gender,9
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,religion,not_cyberbullying,35
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,religion,other_cyberbullying,16
all_minilm_l6_v2,logistic_regression_c1_balanced,3,26295,8765,religion,religion,1512
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,age,age,1523
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,age,ethnicity,14
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,age,gender,10
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,age,not_cyberbullying,28
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,age,other_cyberbullying,14
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,age,religion,3
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,ethnicity,age,11
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,ethnicity,ethnicity,1482
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,ethnicity,gender,8
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,ethnicity,not_cyberbullying,27
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,ethnicity,other_cyberbullying,36
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,ethnicity,religion,20
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,gender,age,9
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,gender,ethnicity,16
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,gender,gender,1252
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,gender,not_cyberbullying,101
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,gender,other_cyberbullying,135
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,gender,religion,10
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,not_cyberbullying,age,61
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,not_cyberbullying,ethnicity,27
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,not_cyberbullying,gender,61
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,not_cyberbullying,not_cyberbullying,743
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,not_cyberbullying,other_cyberbullying,286
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,not_cyberbullying,religion,85
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,other_cyberbullying,age,30
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,other_cyberbullying,ethnicity,16
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,other_cyberbullying,gender,83
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,other_cyberbullying,not_cyberbullying,245
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,other_cyberbullying,other_cyberbullying,818
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,other_cyberbullying,religion,16
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,religion,age,5
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,religion,ethnicity,25
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,religion,gender,13
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,religion,not_cyberbullying,50
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,religion,other_cyberbullying,14
all_minilm_l6_v2,logistic_regression_c1_balanced,4,26295,8765,religion,religion,1488
